uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.9767403430323226,0.24663201598919066,1.3054345454634437,-0.7148280501922144,-0.7131954951603425,-0.6259170487362794,-1.2774806894934754,-0.04287607855995501,-1.736857084504536,0.7377459649452166,-0.5369036908041664,0.5633079546268814,0.19319355519952947
0.28454695179734696,-0.3784780084483753,2.046736338814537,0.14614936555095673,-1.2970811592919858,-0.6259170487362794,-1.2774806894934754,-0.2575747253998145,-0.7307062075747481,2.2105588354985817,-0.5850986072067323,0.14242377641341514,0.23194617439535783
-0.24179234890315435,-0.9062703932750935,-1.487336132857083,0.7668135750418599,-1.2970811592919858,-0.6259170487362794,0.7827906975224046,-0.2796756997786757,1.2815955462848274,-0.7350669056081482,-0.8847103375093511,0.23888865476395407,0.19036441661647238
-0.532783246988157,1.1756814096949746,-0.5155926543551386,-1.1794567673456586,1.038461497234587,-0.6259170487362794,0.7827906975224046,-1.6558762641296014,-0.7307062075747481,-0.7350669056081482,-0.8461544043872982,-0.5016557467197577,-0.6815366183293977
1.555302214855162,1.4876370607153804,0.21257625552788248,1.8650901384928908,-0.421252663094521,-0.6259170487362794,0.7827906975224046,1.3580279632126142,1.2815955462848274,2.2105588354985817,0.5391816926509043,-0.2619373156524257,1.7521147083845163
2.3032040092438235,0.6826740692487638,0.14384397014574535,0.13374535538742924,-0.1293098310286994,-0.6259170487362794,0.7827906975224046,0.8690037158748304,-0.7307062075747481,-0.7350669056081482,-0.5037027483935098,-0.0738201083147335,2.4484117694192387
-0.07529877415656266,0.9754372945671376,-1.135424367594993,0.5185015211140463,-1.2970811592919858,-0.6259170487362794,0.7827906975224046,-0.8134883887759529,-0.7307062075747481,-0.7350669056081482,-0.7385190910882342,0.5321333293062804,0.4305122265736431
-0.5522085471526903,1.8951867504282194,0.5443557666859492,-0.19049778879375423,0.1626330010371222,-0.6259170487362794,0.7827906975224046,-1.7919322345168711,-1.736857084504536,-0.7350669056081482,0.6992959149216511,0.6817501417368835,-0.30295839956403875
-0.3097081656696906,1.5581918749911223,-1.2068635056792814,-0.5682984348025054,-0.421252663094521,-0.6259170487362794,0.7827906975224046,-0.47526030423171706,-1.736857084504536,2.2105588354985817,-0.6999631579661812,-0.6334661265058324,-0.6896292705553516
-0.7168315516813144,-1.7210929249947955,-0.6710180193778218,0.7277467392931799,-1.2970811592919858,-0.6259170487362794,0.7827906975224046,-1.7673515069177153,0.27544466935503964,0.7377459649452166,0.7480263303953569,-0.9038244551867226,-0.7907545264195082
-0.7784356769736375,0.4085411903949302,0.2708968728263452,-0.19142519142280318,1.6223471613662301,1.5976557948357377,-1.2774806894934754,0.6557342996824723,0.27544466935503964,-0.7350669056081482,-0.5039704979290796,1.7374630537516809,-0.4874445527475748
0.6044879819838311,-1.1561790321069811,0.3173218042116998,1.8347177023915429,0.7465186651687654,1.5976557948357377,0.7827906975224046,-1.0366499030193073,0.27544466935503964,-0.7350669056081482,-0.19445203481037812,0.880401484903321,1.2174733101072646
-0.9168584970921401,-0.8155010794815377,0.6541721220892317,-1.6729508913282463,-0.7131954951603425,1.5976557948357377,0.7827906975224046,0.4092235318628823,-0.7307062075747481,-0.7350669056081482,-0.42846512889839283,1.1439687717047664,-1.3444761616522611
-0.29843892722963217,0.1230877620247767,0.7290061748837421,-0.5577492298970755,-0.421252663094521,1.5976557948357377,0.7827906975224046,-0.450522367362495,0.27544466935503964,-0.7350669056081482,-0.5639463938967173,-0.8500308478582069,0.047394227291285576
0.32453149397686915,-0.24479815712688963,-0.6961978045083771,0.13838236853267324,-1.2970811592919858,-0.6259170487362794,-1.2774806894934754,1.0345635899555328,1.2815955462848274,0.7377459649452166,-1.7396346045837576,-0.38663581693483,0.012391861566021248
-0.12968253994875956,1.085352794703549,2.3165009158918104,0.23993295641351575,-1.2970811592919858,-0.6259170487362794,0.7827906975224046,-0.18048836872335416,0.27544466935503964,-0.7350669056081482,-0.6747947016226191,-1.372994545346163,0.6616462694173528
0.639033116019788,0.13068256832269537,-0.9649761220209403,3.088566056865508,0.7465186651687654,-0.6259170487362794,0.7827906975224046,-0.7107802434412523,1.2815955462848274,-0.7350669056081482,2.3103448704452045,0.39203467006104076,1.634540972386307
